id,name,rtt,message
0,ApricotEagle,2.414301,Hello!
4,CornflowerElk,2.876300,Hello!
6,DandelionTurkey,3.273601,Hello!
12,BlackPorcupine,4.165599,Hello!
42,WhiteGrouse,2.581201,Hello!
43,BeaverElk,4.376501,Hello!
46,BeaverGuanaco,2.894300,Hello!
28,MulberryTapir,2.843000,Hello!
38,WhiteQuelea,2.375900,Hello!
1,CeruleanDotterel,3.824000,Hello!
33,ThistleTrout,5.854299,Hello!
25,OrangeMole,3.816901,Hello!
10,WisteriaCod,4.227400,Hello!
45,DenimLeopard,6.703401,Hello!
9,AlmondGaur,16.669701,Hello!
39,ShadowOpossum,2.994399,Hello!
24,MelonCrane,2.065300,Hello!
35,CornflowerWren,8.491700,Hello!
27,RedCheetah,67.381101,Hello!
8,BrownDunlin,69.213699,Hello!
15,IndigoHawk,8.222700,Hello!
17,IndigoAardvark,12.732500,Hello!
14,CornflowerPorpoise,16.184500,Hello!
23,RazzmatazzChimpanzee,5.460400,Hello!
18,MulberryKingfisher,52.828100,Hello!
32,MahoganyMoose,5.585001,Hello!
3,TanPartridge,2.953700,Hello!
7,PlumTapir,58.364600,Hello!
21,BlushVulture,57.895501,Hello!
22,ScarletCod,61.716799,Hello!
36,CeriseWhale,65.655200,Hello!
31,ThistleLocust,4.710200,Hello!
37,EggplantShark,5.835200,Hello!
2,WhiteArmadillo,3.558099,Hello!
26,AquamarineDogfish,1.656100,Hello!
40,DenimGuanaco,5.197000,Hello!
30,PeachRed deer,5.089201,Hello!
5,SepiaSpider,3.421900,Hello!
48,OrangeCapybara,1.701900,Hello!
16,MaroonGull,43.664200,Hello!
29,RazzmatazzLion,2.081700,Hello!
34,GreenEchidna,2.290700,Hello!
11,CeruleanDonkey,2.586000,Hello!
49,OrchidWeasel,2.775500,Hello!
20,CornflowerBadger,2.242700,Hello!
19,WisteriaDeer,5.588600,Hello!
41,BeaverArmadillo,4.197200,Hello!
44,ApricotStarling,7.291401,Hello!
13,PlumPelican,3.727101,Hello!
0,ApricotEagle,6.325801,Hello!
47,SepiaQuelea,2.404200,Hello!
4,CornflowerElk,4.281799,Hello!
6,DandelionTurkey,4.051800,Hello!
12,BlackPorcupine,11.742000,Hello!
42,WhiteGrouse,4.717600,Hello!
43,BeaverElk,3.628000,Hello!
46,BeaverGuanaco,16.307301,Hello!
28,MulberryTapir,9.770500,Hello!
38,WhiteQuelea,6.580100,Hello!
1,CeruleanDotterel,9.122800,Hello!
33,ThistleTrout,1.948101,Hello!
25,OrangeMole,3.594901,Hello!
10,WisteriaCod,3.926900,Hello!
45,DenimLeopard,1.345900,Hello!
9,AlmondGaur,2.751300,Hello!
39,ShadowOpossum,2.898000,Hello!
24,MelonCrane,1.708501,Hello!
35,CornflowerWren,2.723300,Hello!
27,RedCheetah,57.085699,Hello!
8,BrownDunlin,55.643200,Hello!
15,IndigoHawk,2.323000,Hello!
17,IndigoAardvark,1.433600,Hello!
14,CornflowerPorpoise,4.210100,Hello!
23,RazzmatazzChimpanzee,2.272999,Hello!
18,MulberryKingfisher,51.959301,Hello!
32,MahoganyMoose,2.741201,Hello!
7,PlumTapir,1.808800,Hello!
21,BlushVulture,47.709101,Hello!
3,TanPartridge,55.705699,Hello!
22,ScarletCod,1.862800,Hello!
36,CeriseWhale,2.977200,Hello!
31,ThistleLocust,3.464400,Hello!
37,EggplantShark,2.774300,Hello!
2,WhiteArmadillo,2.863501,Hello!
26,AquamarineDogfish,1.324401,Hello!
40,DenimGuanaco,4.860400,Hello!
30,PeachRed deer,4.395801,Hello!
5,SepiaSpider,2.698500,Hello!
48,OrangeCapybara,1.200800,Hello!
16,MaroonGull,48.822500,Hello!
29,RazzmatazzLion,3.413201,Hello!
34,GreenEchidna,1.774700,Hello!
11,CeruleanDonkey,2.692001,Hello!
49,OrchidWeasel,2.313999,Hello!
20,CornflowerBadger,2.511800,Hello!
19,WisteriaDeer,4.166600,Hello!
41,BeaverArmadillo,1.816399,Hello!
44,ApricotStarling,14.029200,Hello!
13,PlumPelican,1.054200,Hello!
0,ApricotEagle,4.882500,Hello!
47,SepiaQuelea,2.228500,Hello!
4,CornflowerElk,2.465900,Hello!
6,DandelionTurkey,2.663301,Hello!
12,BlackPorcupine,3.517400,Hello!
42,WhiteGrouse,3.942400,Hello!
43,BeaverElk,4.488400,Hello!
46,BeaverGuanaco,8.211299,Hello!
28,MulberryTapir,3.350700,Hello!
38,WhiteQuelea,3.505000,Hello!
1,CeruleanDotterel,5.654000,Hello!
33,ThistleTrout,2.735900,Hello!
25,OrangeMole,5.979100,Hello!
10,WisteriaCod,5.372900,Hello!
45,DenimLeopard,2.159999,Hello!
9,AlmondGaur,4.047699,Hello!
39,ShadowOpossum,3.644200,Hello!
24,MelonCrane,2.325600,Hello!
35,CornflowerWren,4.743900,Hello!
27,RedCheetah,64.494900,Hello!
8,BrownDunlin,44.354801,Hello!
15,IndigoHawk,2.906700,Hello!
17,IndigoAardvark,2.317900,Hello!
14,CornflowerPorpoise,8.490299,Hello!
23,RazzmatazzChimpanzee,3.592000,Hello!
18,MulberryKingfisher,58.402900,Hello!
32,MahoganyMoose,3.587200,Hello!
7,PlumTapir,51.547399,Hello!
21,BlushVulture,52.102599,Hello!
3,TanPartridge,43.341300,Hello!
22,ScarletCod,2.559500,Hello!
36,CeriseWhale,3.309700,Hello!
31,ThistleLocust,6.763301,Hello!
37,EggplantShark,2.776799,Hello!
2,WhiteArmadillo,4.906500,Hello!
26,AquamarineDogfish,2.920700,Hello!
40,DenimGuanaco,10.267600,Hello!
30,PeachRed deer,9.311400,Hello!
5,SepiaSpider,49.361701,Hello!
48,OrangeCapybara,58.649500,Hello!
16,MaroonGull,89.401201,Hello!
29,RazzmatazzLion,6.254900,Hello!
34,GreenEchidna,26.507100,Hello!
11,CeruleanDonkey,2.532599,Hello!
49,OrchidWeasel,74.136300,Hello!
20,CornflowerBadger,62.949900,Hello!
19,WisteriaDeer,21.401899,Hello!
41,BeaverArmadillo,3.393600,Hello!
44,ApricotStarling,14.776100,Hello!
13,PlumPelican,32.668000,Hello!
0,ApricotEagle,48.497599,Hello!
47,SepiaQuelea,72.303701,Hello!
4,CornflowerElk,10.575000,Hello!
6,DandelionTurkey,4.827101,Hello!
12,BlackPorcupine,19.161600,Hello!
42,WhiteGrouse,7.194000,Hello!
43,BeaverElk,12.409899,Hello!
46,BeaverGuanaco,23.738999,Hello!
28,MulberryTapir,9.556000,Hello!
38,WhiteQuelea,84.823001,Hello!
1,CeruleanDotterel,23.386301,Hello!
33,ThistleTrout,3.934900,Hello!
25,OrangeMole,15.813900,Hello!
10,WisteriaCod,59.612199,Hello!
45,DenimLeopard,8.113099,Hello!
