id,name,rtt,message
22,MulberryCapybara,10.490600,Hello!
63,FernCapybara,6.270500,Hello!
78,FernMoose,14.762400,Hello!
25,BrownOpossum,5.651100,Hello!
69,GreenDuck,1.999200,Hello!
24,FernHedgehog,15.967900,Hello!
76,DandelionCrocodile,5.990800,Hello!
66,ShadowBear,10.729100,Hello!
121,MulberryLocust,0.952200,Hello!
4,AlmondSquid,3.718800,Hello!
81,BlushMantis,5.318300,Hello!
14,CopperDotterel,5.499800,Hello!
93,DandelionMole,3.474700,Hello!
114,ManateeMarten,1.355300,Hello!
53,CopperManatee,6.189200,Hello!
22,MulberryCapybara,7.202400,Hello!
88,RazzmatazzCoyote,0.258300,Hello!
57,CornflowerRaven,11.295200,Hello!
98,CarmineGuanaco,3.651800,Hello!
37,DandelionMonkey,2.662000,Hello!
129,ManateeKoala,4.721500,Hello!
112,IndigoPheasant,1.933900,Hello!
87,OrangeTurtle,11.831000,Hello!
97,MulberryLion,7.466400,Hello!
34,WhiteEchidna,3.507200,Hello!
150,ShadowGoat,2.591400,Hello!
40,MulberryDolphin,3.415100,Hello!
122,ScarletCobra,11.762400,Hello!
19,DenimTrout,9.271700,Hello!
68,BrownKudu,7.233900,Hello!
35,PeriwinkleQuetzal,10.510000,Hello!
154,GoldenrodBee,7.709000,Hello!
145,CeruleanDolphin,8.905600,Hello!
6,ThistleCassowary,3.137500,Hello!
20,ThistleOtter,10.292500,Hello!
13,MaroonWhale,6.640900,Hello!
96,GoldenrodTurkey,4.020100,Hello!
105,ShadowCod,8.291500,Hello!
63,FernCapybara,4.062900,Hello!
46,FuchsiaStingray,2.100500,Hello!
164,OrangeSkunk,0.980000,Hello!
78,FernMoose,11.847600,Hello!
50,MahoganyCassowary,13.455700,Hello!
25,BrownOpossum,3.160700,Hello!
69,GreenDuck,1.387700,Hello!
24,FernHedgehog,8.519600,Hello!
33,RazzmatazzEmu,1.085500,Hello!
55,ChestnutMink,1.181000,Hello!
62,CeriseDogfish,7.428300,Hello!
47,ChestnutSeal,8.890900,Hello!
119,OrangeCrab,8.972700,Hello!
76,DandelionCrocodile,4.258400,Hello!
188,CopperParrot,7.842200,Hello!
66,ShadowBear,7.483900,Hello!
179,PeachRed panda,2.946200,Hello!
82,TanDunlin,10.457300,Hello!
194,ApricotMongoose,12.149900,Hello!
26,AquamarinePeafowl,4.820000,Hello!
